instrument_token,exchange_token,tradingsymbol,name,last_price
4342017,16961,AATMAJ-SM,AATMAJ HEALTHCARE,0.0
4360705,17034,IIFLZC26B-NY,,0.0
4363009,17043,IIFLZC28B-Y1,,0.0
4373505,17084,ESFL-SM,ESSEN SPECIALITY FILMS L,0.0
4374529,17088,MAGSON-SM,MAGSON RETAIL AND DIST L,0.0
4375553,17092,GREENCHEF-SM,GREENCHEF APPLIANCES,0.0
4380161,17110,SGBJ28VIII-GB,2.50%GOLDBONDS2028SR-VIII,0.0
4385793,17132,PENTAGON-SM,PENTAGON RUBBER,0.0
4394753,17167,GLOBALPET-SM,GLOBAL PET INDUSTRIES,0.0
4403713,17202,SGBJUN31I-GB,2.50%GOLDBONDS2031SR-I,0.0
4403969,17203,SYNOPTICS-SM,SYNOPTICS TECHNOLOGIES L,0.0
4405761,17210,TRIDHYA-SM,TRIDHYA TECH,0.0
4447233,17372,DRONE-SM,DRONE DESTINATION,0.0
4449281,17380,EXCEL-BE,EXCEL REALTY N INFRA,0.0
4454145,17399,SERVICE-SM,SERVICE CARE,0.0
4488961,17535,SCLZC26B-AY,,0.0
4512513,17627,YCCL-SM,YASONS CHEMEX CARE,0.0
4521217,17661,UNIVPHOTO-BE,UNIVERSUS IMAGINGS,0.0
4521985,17664,SGBFEB28IX-GB,2.50%GOLDBONDS2028SR-IX,0.0
4527105,17684,SHRITECH-SM,SHRI TECHTEX,0.0
4529921,17695,VIJIFIN-BE,VIJI FINANCE,0.0
4540161,17735,BAFNAPH-BE,BAFNA PHARMACEUTICALS,0.0
4548097,17766,ZEAL-SM,ZEAL GLOBAL SERVICES,0.0
4551937,17781,KKVAPOW-SM,KKV AGRO POWERS,0.0
4574209,17868,NIDOZC26-N7,,0.0
4577793,17882,ORIANA-SM,ORIANA POWER,0.0
4581889,17898,VINSYS-SM,VINSYS IT SERVICES IND LT,0.0
4587521,17920,HDIL-BZ,HOUSING DEV & INFRA,0.0
4595713,17952,CIFC26A-N9,,0.0
4598785,17964,CIFC28-NB,,0.0
4616961,18035,SANGANI-SM,SANGANI HOSPITALS,0.0
4618241,18040,YUDIZ-SM,YUDIZ SOLUTIONS,0.0
4621569,18053,MINDTECK-BE,MINDTECK (INDIA),0.0
4622337,18056,SSFL-SM,SRIVARI SPICES N FOODS L,0.0
4637697,18116,ELECTCAST-W1,ELECTCAST WARRANTS,0.0
4668161,18235,LORDSCHLO-BE,LORDS CHLORO ALKALI,0.0
4674561,18260,CLSL-SM,CROP LIFE SCIENCE,0.0
4675585,18264,SEL-SM,SUNGARNER ENERGIES,0.0
4703233,18372,CPS-SM,C P S SHAPERS,0.0
4708353,18392,MONOPHARMA-SM,MONO PHARMACARE,0.0
4715265,18419,RISHABH-BE,RISHABH INSTRUMENTS,0.0
4721153,18442,BASILIC-SM,BASILIC FLY STUDIO,0.0
4723457,18451,SGBMAR28X-GB,2.50%GOLDBONDS2028SR-X,0.0
4729089,18473,CAGL26-NA,,0.0
4732161,18485,CAGL27-NC,,0.0
4735489,18498,CAGL28-NE,,0.0
4736257,18501,SABEVENTS-BE,SAB EVENTS & GOVERNANCE,0.0
4739329,18513,SAROJA-ST,SAROJA PHARMA INDUS IND L,0.0
4740353,18517,PRAMARA-ST,PRAMARA PROMOTIONS,0.0
4750849,18558,JIWANRAM-SM,JIWANRAM SHEODUTTRA IND L,0.0
4756993,18582,UNIHEALTH-SM,UNIHEALTH HOSPITALS,0.0
4769281,18630,SCLZC26-NB,,0.0
4771329,18638,SCLZC26A-NF,,0.0
4774145,18649,HOLMARC-SM,HOLMARC OPTO MECHATRO L,0.0
4775425,18654,CHAVDA-SM,CHAVDA INFRA,0.0
4785409,18693,AVSL-ST,AVSL INDUSTRIES,0.0
4787201,18700,JETKNIT-ST,JET KNITWEARS,0.0
4789249,18708,KEL-SM,KUNDAN EDIFICE,0.0
4794369,18728,MADHUSUDAN-SM,MADHUSUDAN MASALA,0.0
4797697,18741,GRETEX-SM,GRETEX INDUSTRIES,0.0
4800257,18751,KODYTECH-SM,KODY TECHNOLAB,0.0
4803073,18762,AURDIS-SM,AURANGABAD DISTILLERY,0.0
4804865,18769,DRL-SM,DHANUKA REALTY,0.0
4805889,18773,MARCO-SM,MARCO CABLE & CONDUCTOR L,0.0
4811265,18794,HIGREEN-SM,HI GREEN CARBON,0.0
4814337,18806,CELLECOR-SM,CELLECOR GADGETS,0.0
4816641,18815,GICL-SM,GLOBE INTL CARRIERS,0.0
4824065,18844,NIRAJISPAT-BE,NIRAJ ISPAT IND,0.0
4828673,18862,SGBAPR28I-GB,2.50%GOLDBONDS2028SR-I,0.0
4850689,18948,KINGFA-BE,KINGFA SCI & TEC IND,0.0
4856833,18972,SGBMAY28-GB,2.50%GOLDBONDS2028SR-II,0.0
4866817,19011,MASTER-SM,MASTER COMPONENTS,0.0
4883969,19078,SGBJUN28-GB,2.5%GOLDBONDS2028SR-III,0.0
4892673,19112,SAAKSHI-ST,SAAKSHI MEDTEC N PANELS L,0.0
4899073,19137,MAL-ST,MANGALAM ALLOYS,0.0
4899329,19138,DIGIKORE-SM,DIGIKORE STUDIOS,0.0
4903425,19154,INSPIRE-SM,INSPIRE FILMS,0.0
4905217,19161,NEWJAISA-ST,NEWJAISA TECHNOLOGIES,0.0
4916737,19206,VINYAS-SM,VINYAS INNOVATIVE TECH L,0.0
4928769,19253,ARABIAN-SM,ARABIAN PETROLEUM,0.0
4929793,19257,CHOLAFIN-D1,,0.0
4932353,19267,EFACTOR-SM,E FACTOR EXPERIENCES,0.0
4937473,19287,KONTOR-SM,KONTOR SPACE,0.0
4939777,19296,TERASOFT-BE,TERA SOFTWARE,0.0
4940801,19300,VISHNUINFR-SM,VISHNUSURYA PROJ N INFR L,0.0
4954113,19352,PROLIFE-SM,PROLIFE INDUSTRIES,0.0
4955137,19356,GOYALSALT-SM,GOYAL SALT,0.0
4958209,19368,CANARYS-SM,CANARYS AUTOMATIONS,0.0
4962817,19386,OLIL-SM,ONECLICK LOGISTICS IND L,0.0
4976641,19440,SICALLOG-BE,SICAL LOGISTICS,0.0
4980737,19456,SGBSEP31II-GB,2.50%GOLDBONDS2031SR-II,0.0
4983041,19465,KARNIKA-SM,KARNIKA INDUSTRIES,0.0
4984065,19469,SCML-SM,SHARP CHUCKS N MACHINES L,0.0
4989953,19492,PLADAINFO-SM,PLADA INFOTECH SERVICES L,0.0
4996097,19516,COMMITTED-ST,COMMITTED CARGO CARE,0.0
5012225,19579,ARVINDPORT-SM,ARVIND PORT AND INFRA,0.0
5024513,19627,WOMANCART-SM,WOMANCART,0.0
5031169,19653,KALYANI-BE,KALYANI COMMERCIALS,0.0
5035521,19670,COMPINFO-BZ,COMPUAGE INFOCOM,0.0
5037313,19677,ANSALAPI-BZ,ANSAL PROP & INFRA,0.0
5038337,19681,RCDL-SM,RAJGOR CASTOR DERIVATI L,0.0
5041153,19692,ONDOOR-SM,ON DOOR CONCEPTS,0.0
5041921,19695,JITFINFRA-BE,JITF INFRALOGISTICS,0.0
5042689,19698,HMT-BZ,HMT -,0.0
5056513,19752,SHANTHALA-SM,SHANTHALA FMCG PRODUCTS L,0.0
5061121,19770,SCL26-NA,,0.0
5061633,19772,SCLZC26C-NB,,0.0
5063425,19779,PARAGON-SM,PARAGON FINE S.C.,0.0
5069057,19801,TRANSTEEL-SM,TRANSTEEL SEATING TECH L,0.0
5069825,19804,WELINV-BE,WELSPUN INV & COMM,0.0
5071105,19809,MAITREYA-SM,MAITREYA MEDICARE,0.0
5084929,19863,SARTELE-SM,SAR TELEVENTURE,0.0
5091073,19887,MICROPRO-SM,MICROPRO SOFTWARE SOL L,0.0
5129473,20037,SCLZC25C-NI,,0.0
5129985,20039,SCLZC25D-NJ,,0.0
5132801,20050,M&MFIN-N3,,0.0
5140993,20082,SCLZC26D-NO,,0.0
5142529,20088,SCLZC26E-NP,,0.0
5156097,20141,BABAFP-SM,BABA FOOD PROCESSING,0.0
5162753,20167,ROXHITECH-SM,ROX HI TECH,0.0
5174529,20213,SUNREST-SM,SUNREST LIFESCIENCE,0.0
5179649,20233,CLEDUCATE-BE,CL EDUCATE,0.0
5193985,20289,ROCKINGDCE-SM,ROCKINGDEALS CIRCU ECO L,0.0
5196801,20300,SHAH-BE,SHAH METACORP,0.0
5201409,20318,NRAIL-BE,N R AGARWAL INDS,0.0
5223937,20406,CBAZAAR-SM,NET AVENUE TECHNOLOGIES L,0.0
5224961,20410,MARINETRAN-SM,MARINETRANS INDIA,0.0
5226241,20415,SHEETAL-SM,SHEETAL UNIVERSAL,0.0
5229825,20429,NACLIND-BE,NACL INDUSTRIES,0.0
5230849,20433,CIFCZC25-ND,,0.0
5231873,20437,CIFCZC26-NF,,0.0
5233921,20445,CIFCZC28-NH,,0.0
5236225,20454,GRAPHISAD-SM,GRAPHISADS,0.0
5236993,20457,APCL-BE,ANJANI PORTLAND CEM,0.0
5246977,20496,ACCENTMIC-ST,ACCENT MICROCELL,0.0
5247489,20498,PRESSTONIC-SM,PRESSTONIC ENGINEERING L,0.0
5248769,20503,ASLIND-ST,ASL INDUSTRIES,0.0
5258753,20542,SJLOGISTIC-SM,S J LOGISTICS (INDIA),0.0
5274369,20603,SHREEOSFM-SM,SHREE OSFM E-MOBILITY,0.0
5279233,20622,TPL26-N3,,0.0
5323265,20794,SUMEETINDS-BE,SUMEET IND,0.0
5324545,20799,BHAGYANGR-BE,BHAGYANAGAR INDIA,0.0
5329153,20817,IRBINVIT-IV,IRB INVIT FUND,0.0
5350145,20899,EFORCE-SM,ELECTRO FORCE (INDIA),0.0
5352961,20910,A2ZINFRA-BE,A2Z INFRA ENGINEERING,0.0
5357825,20929,JALAN-SM,JALAN TRANSOLU. INDIA,0.0
5369089,20973,VSCL-SM,VADIVARHE SPCLTY CHEM,0.0
5371393,20982,SCLZC25E-Y4,,0.0
5371905,20984,SCLZC25F-Y5,,0.0
5372929,20988,INDIGRID-IV,INDIGRID INFRASTRUCT TRST,0.0
5376769,21003,SCLZC26F-Y9,,0.0
5378049,21008,SCLZC26G-YA,,0.0
5391617,21061,INDIFRA-ST,INDIFRA,0.0
5393153,21067,SUPREMEPWR-SM,SUPREME POWER EQUIPMENT L,0.0
5395969,21078,TECHLABS-SM,TRIDENT TECHLABS,0.0
5402881,21105,SAIFL-ST,SAMEERA AGRO AND INFRA L,0.0
5403393,21107,HRHNEXT-SM,HRH NEXT SERVICES,0.0
5406977,21121,AKANKSHA-SM,AKANKSHA POWER N INFRA L,0.0
5420289,21173,KCEIL-SM,KAY CEE ENERGY & INFRA L,0.0
5423617,21186,KLL-SM,KAUSHALYA LOGISTICS,0.0
5431553,21217,ACCORD-SM,ACCORD SYNERGY,0.0
5442561,21260,TRANSWIND-SM,TRANSWIND INFRA,0.0
5458177,21321,SEITINVIT-IV,SUSTAINABLE ENERGY INFRA,0.0
5465089,21348,IBLFL-SM,IBL FINANCE,0.0
5491457,21451,APS-SM,AUSTRALIAN PREM SOLAR I L,0.0
5549825,21679,HINDMOTORS-BE,HINDUSTAN MOTORS,0.0
5552897,21691,MAXPOSURE-SM,MAXPOSURE,0.0
5554689,21698,MANAV-ST,MANAV INFRA PROJECTS,0.0
5561089,21723,LASA-BE,LASA SUPERGENERICS,0.0
5579009,21793,MPTODAY-ST,M P TODAY MEDIA,0.0
5586689,21823,CADSYS-SM,CADSYS (INDIA),0.0
5598209,21868,TIRUPATI-SM,SHREE TIRUPATI BALAJEE,0.0
5693953,22242,SGBJUL28IV-GB,2.50%GOLDBONDS2028SR-IV,0.0
5710849,22308,MINDSPACE-RR,MINDSPACE BUSINESS P REIT,0.0
5730561,22385,SGBAUG28V-GB,2.50%GOLDBONDS2028SR-V,0.0
5751809,22468,LAWSIKHO-SM,ADDICTIVE LEARNING TECH L,0.0
5752833,22472,KONSTELEC-SM,KONSTELEC ENGINEERS,0.0
5753857,22476,SGBDE31III-GB,2.50%GOLDBONDS2031SR-III,0.0
5764353,22517,FONEBOX-SM,FONEBOX RETAIL,0.0
5766913,22527,DELAPLEX-SM,DELAPLEX,0.0
5768449,22533,DHTL-SM,DOCMODE HEALTH TECH,0.0
5771521,22545,CIFC26-NK,,0.0
5773569,22553,CIF27-NM,,0.0
5774849,22558,CIF29-NO,,0.0
5775361,22560,MEGATHERM-SM,MEGATHERM INDUCTION,0.0
5778177,22571,BAWEJA-SM,BAWEJA STUDIOS,0.0
5797121,22645,ITALIANE-SM,ITALIAN EDIBLES,0.0
5799425,22654,AAFS27A-N0,,0.0
5806081,22680,NDRINVIT-IV,NDR INVIT TRUST,0.0
5808129,22688,ALPEXSOLAR-SM,ALPEX SOLAR,0.0
5814785,22714,POLYSIL-ST,POLYSIL IRRIGATION SYST L,0.0
5818369,22728,WTICAB-ST,WISE TRAVEL INDIA,0.0
5827585,22764,ESCONET-SM,ESCONET TECHNOLOGIES,0.0
5829121,22770,INM-SM,INTERIORS & MORE,0.0
5830913,22777,TCL-SM,THAAI CASTING,0.0
5832961,22785,ATMASTCO-SM,ATMASTCO,0.0
5836545,22799,DEEM-SM,DEEM ROLL TECH,0.0
5837569,22803,ZENITHDRUG-SM,ZENITH DRUGS,0.0
5851137,22856,ALPHA27-N1,,0.0
5858817,22886,SGBFEB32IV-GB,2.50%GOLDBONDS2032SR-IV,0.0
5861633,22897,SADHAV-SM,SADHAV SHIPPING,0.0
5865217,22911,OWAIS-SM,OWAIS METAL & MINERAL,0.0
5869313,22927,AAFS34-N2,,0.0
5873153,22942,PURVFLEXI-ST,PURV FLEXIPACK,0.0
5882625,22979,MVKAGRO-ST,M.V.K. AGRO FOOD PROD,0.0
5892609,23018,VR-SM,V R INFRASPACE,0.0
5897217,23036,INDUSINVIT-IV,INDUS INFRA TRUST,0.0
5901313,23052,SONAMAC-SM,SONA MACHINERY,0.0
5906945,23074,SHREEKARNI-SM,SHREE KARNI FABCOM,0.0
5916929,23113,PRATHAM-SM,PRATHAM EPC PROJECTS,0.0
5925633,23147,SIGNORIA-SM,SIGNORIA CREATION,0.0
5926657,23151,GFL27-N1,,0.0
5928705,23159,AVPINFRA-SM,AVP INFRACON,0.0
5945345,23224,ENFUSE-SM,ENFUSE SOLUTIONS,0.0
5947649,23233,ENSER-ST,ENSER COMMUNICATIONS,0.0
5980929,23363,MUTF27-NL,,0.0
5981953,23367,SABTNL-BE,SRI ADHIKARI BRO TELE N L,0.0
5982721,23370,VISHWAS-SM,VISHWAS AGRI SEEDS,0.0
5985025,23379,NAMAN-SM,NAMAN IN-STORE (INDIA) L,0.0
5986817,23386,VHLTD-BE,VICEROY HOTELS,0.0
5989377,23396,ASPIRE-SM,ASPIRE & INNOVATIVE ADV L,0.0
5992961,23410,BLUEPEBBLE-SM,BLUE PEBBLE,0.0
5994753,23417,TRUST-SM,TRUST FINTECH,0.0
6000897,23441,TAC-ST,TAC INFOSEC,0.0
6001153,23442,RADIOWALLA-SM,RADIOWALLA NETWORK,0.0
6005249,23458,YASHOPTICS-ST,YASH OPTICS & LENS,0.0
6005505,23459,K2INFRA-SM,K2 INFRAGEN,0.0
6007809,23468,CGRAPHICS-SM,CREATIVE GRAPHICS S IND L,0.0
6010369,23478,ALUWIND-ST,ALUWIND INFRA-TECH,0.0
6012161,23485,DRSCARGO-SM,DRS CARGO MOVERS,0.0
6021121,23520,DCG-SM,DCG CABLES & WIRES,0.0
6022657,23526,TGL-SM,TEERTH GOPICON,0.0
6031873,23562,BIRDYS-ST,GRILL SPLENDOUR SER,0.0
6032641,23565,RBS-SM,RAMDEVBABA SOLVENT,0.0
6035969,23578,TCL26-NG,,0.0
6048769,23628,AAFS27B-N3,,0.0
6059265,23669,AAFS27B-N4,,0.0
6059777,23671,AAFS34A-N5,,0.0
6063873,23687,ANURAS-W1,ANUPAM RASAYAN INDIA,0.0
6064385,23689,SLONE-SM,SLONE INFOSYSTEMS,0.0
6070785,23714,WINSOL-SM,WINSOL ENGINEERS,0.0
6071809,23718,REFRACTORY-SM,REFRACTORY SHAPES,0.0
6076417,23736,SILKFLEX-SM,SILKFLEX POLYMERS INDIA L,0.0
6078721,23745,EMMIL-SM,ENERGY MISSION MACH IND L,0.0
6083585,23764,PRLIND-SM,PREMIER ROADLINES,0.0
6086401,23775,VERITAAS-SM,VERITAAS ADVERTISING,0.0
6087425,23779,MANDEEP-SM,MANDEEP AUTO INDUSTRIES L,0.0
6088449,23783,ABSMARINE-SM,ABS MARINE SERVICES,0.0
6089985,23789,IEML-SM,INDIAN EMULSIFIERS,0.0
6091009,23793,QUESTLAB-SM,QUEST LABORATORIES,0.0
6098433,23822,HOACFOODS-SM,HOAC FOODS INDIA,0.0
6100481,23830,RULKA-SM,RULKA ELECTRICALS,0.0
6116097,23891,GSMFOILS-ST,GSM FOILS,0.0
6120705,23909,VILAS-SM,VILAS TRANSCORE,0.0
6124033,23922,BEACON-SM,BEACON TRUSTEESHIP,0.0
6127105,23934,SCFL310524-ZE,,0.0
6127873,23937,SCL310524-ZF,,0.0
6131201,23950,SCL310524A-ZK,,0.0
6137857,23976,ZTECH-SM,Z-TECH (INDIA),0.0
6139905,23984,AIMTRON-SM,AIMTRON ELECTRONICS,0.0
6148865,24019,TBI-SM,TBI CORN,0.0
6172929,24113,GPECO-ST,GP ECO SOLUTIONS INDIA L,0.0
6183169,24153,FALCONTECH-ST,FALCON TECHNOPROJ IND,0.0
6185985,24164,DURLAX-SM,DURLAX TOP SURFACE,0.0
6189057,24176,WINNY-ST,WINNY IMMIGRA & EDU SER L,0.0
6205185,24239,MEDIORG-SM,MEDICAMEN ORGANICS,0.0
6206977,24246,CITI2626-N0,,0.0
6207745,24249,SPCL-SM,SHIVALIC POWER CONTROL L,0.0
6212353,24267,SYLVANPLY-SM,SYLVAN PLYBOARD (INDIA) L,0.0
6214913,24277,VISAMAN-ST,VISAMAN GLOBAL SALES,0.0
6215937,24281,MASON-ST,MASON INFRATECH,0.0
6217985,24289,DPEL-ST,DIVINE POWER ENERGY,0.0
6218241,24290,PCCL-SM,PETRO CARBON AND CHEMI L,0.0
6220289,24298,NXT-INFRA-IV,NXT-INFRA TRUST,0.0
6222593,24307,AKIKO-ST,AKIKO GLOBAL SERVICES L,0.0
6224129,24313,DTL-SM,DIENSTEN TECH,0.0
6225153,24317,AAFS28-N0,,0.0
6234369,24353,NEPHROCARE-ST,NEPHRO CARE INDIA,0.0
6241281,24380,RELIABLE-BE,RELIABLE DATA SERVICE,0.0
6243585,24389,KARMAENG-BE,KARMA ENERGY,0.0
6245121,24395,DELPHIFX-BE,DELPHI WORLD MONEY,0.0
6250241,24415,AMBEY-SM,AMBEY LABORATORIES,0.0
6256129,24438,EFFWA-ST,EFFWA INFRA & RESEARCH L,0.0
6256385,24439,GGBL-SM,GANESH GREEN BHARAT,0.0
6266369,24478,SAHAJSOLAR-SM,SAHAJ SOLAR,0.0
6273025,24504,SATIPOLY-SM,SATI POLY PLAST,0.0
6274817,24511,PRIZOR-ST,PRIZOR VIZTECH,0.0
6277121,24520,TUNWAL-SM,TUNWAL E-MOTORS,0.0
6279169,24528,KATARIA-SM,KATARIA INDUSTRIES,0.0
6283521,24545,MACOBSTECH-SM,MACOBS TECHNOLOGIES,0.0
6294785,24589,RNFI-SM,RNFI SERVICES,0.0
6299137,24606,VLINFRA-SM,V.L.INFRAPROJECTS,0.0
6304001,24625,CHETANA-SM,CHETANA EDUCATION,0.0
6305793,24632,MIEL-ST,MANGLAM INFRA & ENG,0.0
6307329,24638,APRAMEYA-SM,APRAMEYA ENGINEERING,0.0
6308353,24642,TROM-SM,TROM INDUSTRIES,0.0
6316545,24674,SATECH-SM,S A TECH SOFTWARE INDIA L,0.0
6317569,24678,ESPRIT-SM,ESPRIT STONES,0.0
6322433,24697,SSEGL-SM,SATHLOKHAR SYN E&C GLOB L,0.0
6324225,24704,BULKCORP-ST,BULKCORP INTERNATIONAL L,0.0
6324993,24707,RAJINDLTD-SM,RAJPUTANA INDUSTRIES,0.0
6326017,24711,ASHALOG-SM,ASHAPURA LOGISTICS,0.0
6329857,24726,UTSSAV-SM,UTSSAV CZ GOLD JEWELS,0.0
6335233,24747,DHARIWAL-SM,DHARIWALCORP,0.0
6343425,24779,OLAELEC-BE,OLA ELECTRIC MOBILITY,0.0
6346497,24791,PPSL-ST,PICTUREPOST STUDIOS,0.0
6356481,24830,AESTHETIK-SM,AESTHETIK ENGINEERS,0.0
6365185,24864,POSITRON-SM,POSITRON ENERGY,0.0
6366209,24868,SUNLITE-SM,SUNLITE RECYCLING IND,0.0
6368513,24877,AAFS28A-N0,,0.0
6369025,24879,BALCO-SM,SOLVE PLASTIC PRODUCTS L,0.0
6375681,24905,BRACEPORT-SM,BRACE PORT LOGISTICS,0.0
6378753,24917,FORCAS-ST,FORCAS STUDIO,0.0
6381569,24928,ELGIRUBCO-BE,ELGI RUBBER CO.,0.0
6388737,24956,IDEALTECHO-ST,IDEAL TECHNOPLAST IND,0.0
6388993,24957,QVCEL-SM,QVC EXPORTS,0.0
6408449,25033,IPHL-SM,INDIAN PHOSPHATE,0.0
6409473,25037,JAYBEE-SM,JAY BEE LAMINATIONS,0.0
6413825,25054,VDEAL-SM,VDEAL SYSTEM,0.0
6416641,25065,AERON-SM,AERON COMPOSITE,0.0
6417665,25069,PARAMATRIX-SM,PARAMATRIX TECHNOLOGIES L,0.0
6430465,25119,BOSS-SM,BOSS PACKAGING SOLU,0.0
6437633,25147,JEYYAM-SM,JEYYAM GLOBAL FOODS,0.0
6442753,25167,NAMOEWASTE-SM,NAMO EWASTE MANAGEMENT L,0.0
6454017,25211,MYMUDRA-ST,MY MUDRA FINCORP,0.0
6459137,25231,VIESL-SM,VISION INFRA EQUIP SOL L,0.0
6461441,25240,SHUBHSHREE-SM,SHUBHSHREE BIOFUELS ENE L,0.0
6462465,25244,GAJANAND-SM,GAJANAND INTERNATIONAL L,0.0
6464257,25251,AUSL-ST,ADITYA ULTRA STEEL,0.0
6471681,25280,AEL120924-N2,,0.0
6474753,25292,AEL120924A-N5,,0.0
6476289,25298,AEL120924B-N8,,0.0
6478337,25306,SPPPOLY-SM,SPP POLYMER,0.0
6481921,25320,INNOMET-SM,INNOMET ADVANCED MATERI L,0.0
6482945,25324,EXCELLENT-SM,EXCELLENT WIRES N PACK L,0.0
6488065,25344,VASWANI-BE,VASWANI IND,0.0
6499585,25389,OSELDEVICE-ST,OSEL DEVICES,0.0
6504449,25408,PELATRO-SM,PELATRO,0.0
6505473,25412,ENVIRO-SM,ENVIROTECH SYSTEMS,0.0
6507777,25421,DECCANTRAN-SM,DECCAN TRANSCON LEASING L,0.0
6510337,25431,PSFL-SM,PARAMOUNT SPECIALI FORG L,0.0
6513409,25443,KALANA-SM,KALANA ISPAT,0.0
6517505,25459,CITI26-N0,,0.0
6518273,25462,AAFS28B-N0,,0.0
6530561,25510,MOTHERSON-D1,,0.0
6531329,25513,PHOGLOBAL-SM,PHOENIX OVERSEAS,0.0
6533121,25520,AVIANSH-SM,AVI ANSH TEXTILE,0.0
6534145,25524,BIKEWO-SM,BIKEWO GREEN TECH,0.0
6535169,25528,SDREAMS-SM,S D RETAIL,0.0
6538753,25542,SCL25924-N1,,0.0
6539265,25544,SCL25924A-N1,,0.0
6541825,25554,SCL25924C-N1,,0.0
6542337,25556,SCL25924D-N1,,0.0
6552321,25595,AAFS28C-N0,,0.0
6554113,25602,WOL3D-SM,WOL 3D INDIA,0.0
6556161,25610,RAPPID-SM,RAPPID VALVES (INDIA),0.0
6559745,25624,GFL26-N0,,0.0
6562049,25633,UNILEX-SM,UNILEX COLOURS AND CHEM L,0.0
6565889,25648,THESL-SM,THINKING HATS ENTER SOL L,0.0
6566913,25652,TECHERA-SM,TECHERA ENGINEER (IND) L,0.0
6568193,25657,PCPL27-N0,,0.0
6570753,25667,FORGEAUTO-ST,FORGE AUTO INTERNATION L,0.0
6571009,25668,SAHASRA-SM,SAHASRA ELECTRONIC SOLU L,0.0
6573313,25677,DIVYADHAN-SM,DIVYADHAN RECYCLING IND L,0.0
6582017,25711,HVAX-ST,HVAX TECHNOLOGIES,0.0
6582273,25712,SAJHOTELS-SM,SAJ HOTELS,0.0
6583297,25716,PARAMOUNT-SM,PARAMOUNT DYE TEC,0.0
6589441,25740,SRD-BE,SHANKAR LAL RAMPAL,0.0
6609409,25818,PRANIK-SM,PRANIK LOGISTICS,0.0
6620161,25860,LAKSHYA-SM,LAKSHYA POWERTECH,0.0
6622209,25868,FRESHARA-SM,FRESHARA AGRO EXPORTS,0.0
6624257,25876,MORARJEE-BZ,MORARJEE TEXTILES,0.0
6624769,25878,ANKITMETAL-BZ,ANKIT MET & POW,0.0
6625537,25881,IMPEXFERRO-BZ,IMPEX FERRO TECH,0.0
6625793,25882,MEP-BZ,MEP INFRA. DEVELOPERS,0.0
6629889,25898,PREMIUM-SM,PREMIUM PLAST,0.0
6635521,25920,OCCLLTD-BE,OCCL,0.0
6636289,25923,OBSCP-SM,OBSC PERFECTION,0.0
6637313,25927,DANISH-SM,DANISH POWER,0.0
6639361,25935,UHTL-SM,UNITED HEAT TRANSFER,0.0
6643201,25950,SIHF27-N0,,0.0
6643713,25952,USHAFIN-SM,USHA FINANCIAL SERVICES L,0.0
6923009,27043,CITI26A-N0,,0.0
6943489,27123,NEELAM-SM,NEELAM LINENS & GAR (I) L,0.0
6946817,27136,ONYX-SM,ONYX BIOTEC,0.0
6967809,27218,LAMOSAIC-SM,LAMOSAIC INDIA,0.0
6980097,27266,ITTL-ST,INNOVATIVE TYRE & TUBE LT,0.0
6980865,27269,RAJPUTANA-SM,RAJPUTANA BIODIESEL,0.0
6982913,27277,C2C-ST,C2C ADVANCED SYSTEMS,0.0
6985473,27287,ABHAPOWER-ST,ABHA POWER N STEEL,0.0
6985729,27288,APEXECO-SM,APEX ECOTECH,0.0
6991105,27309,AGARWALTUF-SM,AGARWAL TOUGH GLASS IND L,0.0
6998785,27339,GANESHIN-SM,GANESH INFRAWORLD,0.0
7073025,27629,ETML-SM,EMERALD TYRE MANUF,0.0
7097089,27723,DHANLAXMI-SM,DHANLAXMI CROP SCIENCE L,0.0
7109889,27773,INNOVANA-BE,INNOVANA THINKLABS,0.0
7179265,28044,PURPLEUTED-ST,PURPLE UNITED SALES,0.0
7185665,28069,SFML-SM,SUPREME FACILITY MGMT,0.0
7314945,28574,IDENTICAL-SM,IDENTICAL BRAINS STUDIO L,0.0
7330561,28635,SRPL-BZ,SHREE RAM PROTEINS,0.0
7373057,28801,NMSTEEL-SM,NEWMALAYALAM STEEL,0.0
7386625,28854,IHFL261224-N1,,0.0
7388417,28861,IHF261224-N1,,0.0
7391745,28874,IHF261224A-N1,,0.0
7400193,28907,SCL271224-N1,,0.0
7400449,28908,SCL271224A-N1,,0.0
7404289,28923,SCL271224B-N1,,0.0
7419649,28983,ANYA-SM,ANYA POLYTECH & FERTI,0.0
7427841,29015,ARSHIYA-BZ,ARSHIYA,0.0
7428097,29016,CEREBRAINT-BZ,CEREBRA INT TECH,0.0
7447553,29092,DELTIC-SM,DELTA AUTOCORP,0.0
7462145,29149,NAVKARURB-BE,NAVKAR URBANSTRUCTURE,0.0
7463425,29154,SATKARTAR-ST,SAT KARTAR SHOPPING,0.0
7464193,29157,CAPINVIT-IV,CAPITAL INFRA TRUST,0.0
7469825,29179,BARFLEX-ST,BARFLEX POLYFILMS,0.0
7473153,29192,KKJEWELS-SM,KABRA JEWELS,0.0
7477761,29210,SITINET-BZ,SITI NETWORKS,0.0
7482625,29229,EMAPARTNER-SM,EMA PARTNERS INDIA,0.0
7486209,29243,PCHFL23125-N0,,0.0
7487233,29247,PCHF230125-N0,,0.0
7493121,29270,REXPRO-SM,REXPRO ENTERPRISES,0.0
7533313,29427,MOHITIND-BE,MOHIT INDUSTRIES,0.0
